Date,Time,Day,Weather,Temperature,Vehicle_Count,Average_Speed,Congestion
2026-01-07,17:00,Wednesday,Cloudy,18.3,1948,39.0,High
2026-01-07,18:00,Wednesday,Rain,17.8,1467,52.9,Medium
2026-01-07,19:00,Wednesday,Clear,16.5,1776,41.0,High
2026-01-07,20:00,Wednesday,Rain,14.7,1001,49.3,Medium
2026-01-07,21:00,Wednesday,Clear,12.2,649,58.5,Low
2026-01-07,22:00,Wednesday,Clear,7.1,677,53.2,Low
2026-01-07,23:00,Wednesday,Clear,5.7,665,55.4,Low
2026-01-08,00:00,Thursday,Clear,6.0,477,52.8,Low
2026-01-08,01:00,Thursday,Fog,8.0,706,53.1,Low
2026-01-08,02:00,Thursday,Clear,7.8,501,54.6,Low
2026-01-08,03:00,Thursday,Clear,11.2,395,54.4,Low
2026-01-08,04:00,Thursday,Clear,15.8,100,52.8,Low
2026-01-08,05:00,Thursday,Clear,12.9,348,55.4,Low
2026-01-08,06:00,Thursday,Rain,17.7,379,58.7,Low
2026-01-08,07:00,Thursday,Clear,17.9,1540,48.4,High
2026-01-08,08:00,Thursday,Clear,21.6,1290,47.4,Medium
2026-01-08,09:00,Thursday,Clear,24.8,1216,50.0,Medium
2026-01-08,10:00,Thursday,Clear,28.3,858,52.1,Medium
2026-01-08,11:00,Thursday,Clear,28.2,837,53.5,Medium
2026-01-08,12:00,Thursday,Clear,24.7,1264,43.6,Medium
2026-01-08,13:00,Thursday,Clear,26.0,766,54.2,Low
2026-01-08,14:00,Thursday,Cloudy,29.2,624,48.5,Low
2026-01-08,15:00,Thursday,Rain,24.0,668,54.5,Low
2026-01-08,16:00,Thursday,Rain,24.9,745,51.5,Low
2026-01-08,17:00,Thursday,Clear,23.3,1846,36.4,High
2026-01-08,18:00,Thursday,Cloudy,16.8,1647,39.7,High
2026-01-08,19:00,Thursday,Clear,15.6,1829,38.8,High
2026-01-08,20:00,Thursday,Clear,17.0,1907,39.5,High
2026-01-08,21:00,Thursday,Clear,12.0,738,55.6,Low
2026-01-08,22:00,Thursday,Cloudy,7.3,741,52.1,Low
2026-01-08,23:00,Thursday,Clear,10.0,606,54.0,Low
2026-01-09,00:00,Friday,Clear,7.3,429,51.4,Low
2026-01-09,01:00,Friday,Clear,9.5,261,53.3,Low
2026-01-09,02:00,Friday,Cloudy,10.5,116,65.0,Low
2026-01-09,03:00,Friday,Rain,10.3,171,60.4,Low
2026-01-09,04:00,Friday,Clear,14.2,172,58.3,Low
2026-01-09,05:00,Friday,Clear,14.1,572,52.2,Low
2026-01-09,06:00,Friday,Clear,18.4,349,62.4,Low
2026-01-09,07:00,Friday,Clear,20.5,1506,43.3,High
2026-01-09,08:00,Friday,Cloudy,20.8,1469,40.0,Medium
2026-01-09,09:00,Friday,Clear,27.4,1388,48.0,Medium
2026-01-09,10:00,Friday,Clear,28.8,1017,52.3,Medium
2026-01-09,11:00,Friday,Cloudy,28.9,1075,50.6,Medium
2026-01-09,12:00,Friday,Clear,24.9,991,52.5,Medium
2026-01-09,13:00,Friday,Clear,27.9,837,54.8,Medium
2026-01-09,14:00,Friday,Rain,28.9,737,51.2,Low
2026-01-09,15:00,Friday,Rain,26.8,764,51.0,Low
2026-01-09,16:00,Friday,Clear,20.9,1191,47.3,Medium
2026-01-09,17:00,Friday,Clear,20.9,2017,40.4,High
2026-01-09,18:00,Friday,Clear,19.7,1842,37.5,High
2026-01-09,19:00,Friday,Clear,16.6,1812,45.1,High
2026-01-09,20:00,Friday,Rain,15.4,1247,46.0,Medium
2026-01-09,21:00,Friday,Cloudy,6.0,598,58.4,Low
2026-01-09,22:00,Friday,Clear,7.6,819,50.9,Medium
2026-01-09,23:00,Friday,Clear,6.7,549,52.2,Low
2026-01-10,00:00,Saturday,Clear,4.1,118,55.6,Low
2026-01-10,01:00,Saturday,Rain,9.7,372,55.6,Low
2026-01-10,02:00,Saturday,Rain,14.0,125,62.3,Low
2026-01-10,03:00,Saturday,Clear,14.2,204,56.4,Low
2026-01-10,04:00,Saturday,Clear,14.1,206,56.5,Low
2026-01-10,05:00,Saturday,Fog,15.1,453,53.8,Low
2026-01-10,06:00,Saturday,Cloudy,18.7,228,55.6,Low
2026-01-10,07:00,Saturday,Clear,19.2,1282,52.6,Medium
2026-01-10,08:00,Saturday,Clear,22.3,1137,50.3,Medium
2026-01-10,09:00,Saturday,Clear,27.2,1023,47.4,Medium
2026-01-10,10:00,Saturday,Clear,28.4,607,51.4,Low
2026-01-10,11:00,Saturday,Clear,27.6,672,54.0,Low
2026-01-10,12:00,Saturday,Rain,21.0,431,59.3,Low
2026-01-10,13:00,Saturday,Clear,28.3,852,57.0,Medium
2026-01-10,14:00,Saturday,Clear,27.1,795,54.8,Low
2026-01-10,15:00,Saturday,Rain,25.9,685,54.7,Low
2026-01-10,16:00,Saturday,Cloudy,25.0,942,48.6,Medium
2026-01-10,17:00,Saturday,Rain,21.5,987,50.6,Medium
2026-01-10,18:00,Saturday,Clear,16.6,1424,47.0,Medium
2026-01-10,19:00,Saturday,Clear,16.2,1378,46.4,Medium
2026-01-10,20:00,Saturday,Cloudy,14.5,1079,53.7,Medium
2026-01-10,21:00,Saturday,Clear,11.4,562,59.1,Low
2026-01-10,22:00,Saturday,Fog,11.8,203,58.5,Low
2026-01-10,23:00,Saturday,Clear,9.2,686,50.1,Low
2026-01-11,00:00,Sunday,Clear,4.4,444,54.1,Low
2026-01-11,01:00,Sunday,Rain,8.6,141,59.7,Low
2026-01-11,02:00,Sunday,Cloudy,9.1,100,61.2,Low
2026-01-11,03:00,Sunday,Clear,13.1,100,52.4,Low
2026-01-11,04:00,Sunday,Clear,14.3,448,58.9,Low
2026-01-11,05:00,Sunday,Clear,18.0,397,55.7,Low
2026-01-11,06:00,Sunday,Clear,15.5,549,57.2,Low
2026-01-11,07:00,Sunday,Clear,20.2,862,55.7,Medium
2026-01-11,08:00,Sunday,Rain,24.0,783,53.0,Low
2026-01-11,09:00,Sunday,Cloudy,24.6,1082,50.5,Medium
2026-01-11,10:00,Sunday,Cloudy,24.8,760,56.1,Low
2026-01-11,11:00,Sunday,Clear,28.6,648,58.9,Low
2026-01-11,12:00,Sunday,Clear,26.5,747,47.8,Low
2026-01-11,13:00,Sunday,Cloudy,28.8,645,47.9,Low
2026-01-11,14:00,Sunday,Clear,26.3,646,61.0,Low
2026-01-11,15:00,Sunday,Clear,24.1,867,52.6,Medium
2026-01-11,16:00,Sunday,Cloudy,23.0,626,53.0,Low
2026-01-11,17:00,Sunday,Fog,19.8,1079,45.7,Medium
2026-01-11,18:00,Sunday,Cloudy,19.0,1549,41.9,High
2026-01-11,19:00,Sunday,Clear,15.5,1199,47.2,Medium
2026-01-11,20:00,Sunday,Clear,15.0,1443,44.1,Medium
2026-01-11,21:00,Sunday,Clear,10.0,734,55.4,Low
2026-01-11,22:00,Sunday,Clear,13.0,578,55.4,Low
2026-01-11,23:00,Sunday,Rain,9.7,551,52.9,Low
2026-01-12,00:00,Monday,Clear,8.2,542,54.0,Low
2026-01-12,01:00,Monday,Cloudy,11.0,640,54.2,Low
2026-01-12,02:00,Monday,Clear,7.3,320,58.7,Low
2026-01-12,03:00,Monday,Clear,13.2,659,54.7,Low
2026-01-12,04:00,Monday,Clear,10.7,484,53.7,Low
2026-01-12,05:00,Monday,Clear,15.8,361,51.4,Low
2026-01-12,06:00,Monday,Rain,19.9,430,50.1,Low
2026-01-12,07:00,Monday,Clear,18.8,1433,48.8,Medium
2026-01-12,08:00,Monday,Clear,22.8,1667,38.4,High
2026-01-12,09:00,Monday,Clear,23.9,1621,47.9,High
2026-01-12,10:00,Monday,Cloudy,27.5,847,52.5,Medium
2026-01-12,11:00,Monday,Clear,27.1,1081,48.1,Medium
2026-01-12,12:00,Monday,Clear,23.5,1035,46.2,Medium
2026-01-12,13:00,Monday,Clear,28.3,805,55.4,Medium
2026-01-12,14:00,Monday,Cloudy,23.5,909,44.6,Medium
2026-01-12,15:00,Monday,Rain,25.6,516,53.6,Low
2026-01-12,16:00,Monday,Cloudy,21.3,1028,52.3,Medium
2026-01-12,17:00,Monday,Clear,23.0,1857,42.7,High
2026-01-12,18:00,Monday,Clear,17.4,1856,40.5,High
2026-01-12,19:00,Monday,Clear,14.3,1909,41.1,High
2026-01-12,20:00,Monday,Clear,12.7,1644,43.0,High
2026-01-12,21:00,Monday,Clear,11.8,837,52.7,Medium
2026-01-12,22:00,Monday,Clear,5.1,1140,46.0,Medium
2026-01-12,23:00,Monday,Clear,9.1,866,48.2,Medium
2026-01-13,00:00,Tuesday,Clear,8.6,302,60.2,Low
2026-01-13,01:00,Tuesday,Clear,8.0,530,56.2,Low
2026-01-13,02:00,Tuesday,Rain,9.3,600,56.9,Low
2026-01-13,03:00,Tuesday,Clear,11.5,565,57.9,Low
2026-01-13,04:00,Tuesday,Clear,10.8,644,51.2,Low
2026-01-13,05:00,Tuesday,Cloudy,16.0,370,57.3,Low
2026-01-13,06:00,Tuesday,Rain,18.7,515,56.5,Low
2026-01-13,07:00,Tuesday,Clear,21.3,1578,40.5,High
2026-01-13,08:00,Tuesday,Rain,24.4,1145,52.4,Medium
2026-01-13,09:00,Tuesday,Clear,24.5,1374,46.3,Medium
2026-01-13,10:00,Tuesday,Clear,24.1,753,49.8,Low
2026-01-13,11:00,Tuesday,Clear,30.8,904,47.0,Medium
2026-01-13,12:00,Tuesday,Clear,28.3,894,54.3,Medium
2026-01-13,13:00,Tuesday,Clear,30.7,1147,47.6,Medium
2026-01-13,14:00,Tuesday,Clear,25.8,997,46.6,Medium
2026-01-13,15:00,Tuesday,Clear,22.0,1153,55.8,Medium
2026-01-13,16:00,Tuesday,Cloudy,24.4,1036,48.9,Medium
2026-01-13,17:00,Tuesday,Rain,21.4,1236,46.8,Medium
2026-01-13,18:00,Tuesday,Clear,16.3,1652,46.4,High
2026-01-13,19:00,Tuesday,Clear,14.2,1937,35.9,High
2026-01-13,20:00,Tuesday,Cloudy,11.8,1471,44.9,Medium
2026-01-13,21:00,Tuesday,Cloudy,10.6,680,49.2,Low
2026-01-13,22:00,Tuesday,Cloudy,9.7,524,59.0,Low
2026-01-13,23:00,Tuesday,Clear,8.2,718,51.5,Low
2026-01-14,00:00,Wednesday,Fog,10.4,377,55.4,Low
2026-01-14,01:00,Wednesday,Clear,9.1,189,63.4,Low
2026-01-14,02:00,Wednesday,Rain,8.8,412,58.1,Low
2026-01-14,03:00,Wednesday,Clear,9.5,355,60.2,Low
2026-01-14,04:00,Wednesday,Cloudy,13.5,262,64.0,Low
2026-01-14,05:00,Wednesday,Clear,12.9,495,56.3,Low
2026-01-14,06:00,Wednesday,Clear,20.4,643,49.0,Low
2026-01-14,07:00,Wednesday,Clear,21.1,1386,53.9,Medium
2026-01-14,08:00,Wednesday,Fog,23.8,1004,45.7,Medium
2026-01-14,09:00,Wednesday,Cloudy,21.2,1415,50.7,Medium
2026-01-14,10:00,Wednesday,Clear,24.5,893,49.3,Medium
2026-01-14,11:00,Wednesday,Clear,27.3,1035,45.0,Medium
2026-01-14,12:00,Wednesday,Rain,28.9,1067,45.8,Medium
2026-01-14,13:00,Wednesday,Cloudy,25.2,1200,49.3,Medium
2026-01-14,14:00,Wednesday,Clear,26.9,897,48.1,Medium
2026-01-14,15:00,Wednesday,Clear,26.3,983,47.5,Medium
2026-01-14,16:00,Wednesday,Cloudy,25.6,767,50.7,Low
2026-01-14,17:00,Wednesday,Clear,17.8,1981,40.6,High
2026-01-14,18:00,Wednesday,Clear,16.5,1833,40.1,High
2026-01-14,19:00,Wednesday,Rain,16.1,1456,48.3,Medium
2026-01-14,20:00,Wednesday,Clear,10.9,1666,41.2,High
2026-01-14,21:00,Wednesday,Rain,10.5,249,59.0,Low
2026-01-14,22:00,Wednesday,Clear,13.7,530,57.2,Low
2026-01-14,23:00,Wednesday,Clear,8.4,712,52.6,Low
2026-01-15,00:00,Thursday,Clear,9.1,489,53.6,Low
2026-01-15,01:00,Thursday,Clear,7.9,480,52.5,Low
2026-01-15,02:00,Thursday,Clear,9.4,425,55.1,Low
2026-01-15,03:00,Thursday,Rain,11.3,296,59.5,Low
2026-01-15,04:00,Thursday,Cloudy,11.7,459,47.8,Low
2026-01-15,05:00,Thursday,Clear,15.5,308,56.4,Low
2026-01-15,06:00,Thursday,Clear,19.0,408,50.5,Low
2026-01-15,07:00,Thursday,Clear,19.3,1259,47.0,Medium
2026-01-15,08:00,Thursday,Cloudy,24.1,1137,45.7,Medium
2026-01-15,09:00,Thursday,Clear,25.9,1367,50.8,Medium
2026-01-15,10:00,Thursday,Clear,25.5,938,49.5,Medium
2026-01-15,11:00,Thursday,Clear,26.2,941,51.1,Medium
2026-01-15,12:00,Thursday,Clear,24.9,1136,50.1,Medium
2026-01-15,13:00,Thursday,Clear,32.2,794,51.4,Low
2026-01-15,14:00,Thursday,Clear,29.1,952,53.1,Medium
2026-01-15,15:00,Thursday,Clear,26.6,913,43.1,Medium
2026-01-15,16:00,Thursday,Clear,24.7,880,51.5,Medium
2026-01-15,17:00,Thursday,Clear,18.4,1797,43.8,High
2026-01-15,18:00,Thursday,Clear,14.1,2109,35.3,High
2026-01-15,19:00,Thursday,Clear,15.3,1774,47.4,High
2026-01-15,20:00,Thursday,Clear,11.3,1458,46.3,Medium
2026-01-15,21:00,Thursday,Fog,11.3,459,58.5,Low
2026-01-15,22:00,Thursday,Cloudy,6.1,603,53.7,Low
2026-01-15,23:00,Thursday,Cloudy,10.2,776,53.1,Low
2026-01-16,00:00,Friday,Cloudy,6.7,405,52.4,Low
2026-01-16,01:00,Friday,Cloudy,8.5,682,53.6,Low
2026-01-16,02:00,Friday,Clear,9.8,331,54.3,Low
2026-01-16,03:00,Friday,Clear,13.5,580,52.2,Low
2026-01-16,04:00,Friday,Cloudy,12.1,314,57.7,Low
2026-01-16,05:00,Friday,Cloudy,14.0,529,52.4,Low
2026-01-16,06:00,Friday,Cloudy,15.5,304,57.8,Low
2026-01-16,07:00,Friday,Cloudy,18.7,1398,52.5,Medium
2026-01-16,08:00,Friday,Clear,25.9,1669,45.5,High
2026-01-16,09:00,Friday,Cloudy,26.3,1275,44.7,Medium
2026-01-16,10:00,Friday,Rain,25.5,557,49.2,Low
2026-01-16,11:00,Friday,Cloudy,23.8,916,50.0,Medium
2026-01-16,12:00,Friday,Rain,25.3,886,52.1,Medium
2026-01-16,13:00,Friday,Rain,28.2,724,53.6,Low
2026-01-16,14:00,Friday,Cloudy,29.1,928,53.4,Medium
2026-01-16,15:00,Friday,Cloudy,26.5,977,46.3,Medium
2026-01-16,16:00,Friday,Fog,22.8,787,54.6,Low
2026-01-16,17:00,Friday,Clear,21.7,1985,40.2,High
2026-01-16,18:00,Friday,Cloudy,22.6,1871,35.6,High
2026-01-16,19:00,Friday,Clear,15.6,1913,42.0,High
2026-01-16,20:00,Friday,Cloudy,11.8,1781,41.4,High
2026-01-16,21:00,Friday,Clear,10.9,668,50.8,Low
2026-01-16,22:00,Friday,Rain,9.9,314,59.0,Low
2026-01-16,23:00,Friday,Clear,11.2,879,49.4,Medium
2026-01-17,00:00,Saturday,Clear,5.1,134,57.3,Low
2026-01-17,01:00,Saturday,Rain,6.7,484,54.0,Low
2026-01-17,02:00,Saturday,Rain,5.9,443,60.6,Low
2026-01-17,03:00,Saturday,Clear,9.4,100,62.8,Low
2026-01-17,04:00,Saturday,Cloudy,13.4,159,65.0,Low
2026-01-17,05:00,Saturday,Clear,14.8,531,60.7,Low
2026-01-17,06:00,Saturday,Clear,21.3,443,53.7,Low
2026-01-17,07:00,Saturday,Rain,22.2,664,53.3,Low
2026-01-17,08:00,Saturday,Clear,25.2,952,53.3,Medium
2026-01-17,09:00,Saturday,Clear,26.4,878,50.6,Medium
2026-01-17,10:00,Saturday,Clear,25.0,729,54.2,Low
2026-01-17,11:00,Saturday,Cloudy,24.9,558,60.0,Low
2026-01-17,12:00,Saturday,Cloudy,27.3,751,55.9,Low
2026-01-17,13:00,Saturday,Clear,27.1,1032,54.3,Medium
2026-01-17,14:00,Saturday,Clear,23.8,573,52.7,Low
2026-01-17,15:00,Saturday,Clear,26.6,798,51.6,Low
2026-01-17,16:00,Saturday,Clear,25.1,720,51.7,Low
2026-01-17,17:00,Saturday,Rain,21.4,837,43.0,Medium
2026-01-17,18:00,Saturday,Clear,18.4,1293,38.5,Medium
2026-01-17,19:00,Saturday,Cloudy,15.1,1192,49.5,Medium
2026-01-17,20:00,Saturday,Cloudy,13.8,1196,49.1,Medium
2026-01-17,21:00,Saturday,Clear,11.2,509,54.3,Low
2026-01-17,22:00,Saturday,Clear,10.0,491,52.6,Low
2026-01-17,23:00,Saturday,Cloudy,6.5,722,52.0,Low
2026-01-18,00:00,Sunday,Clear,6.9,297,57.3,Low
2026-01-18,01:00,Sunday,Clear,6.1,410,55.1,Low
